Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
1015.24,1142.8,1591.52,1788.72,-10.9019,870.272,2.25
1020.8,1146.82,1594.62,1788.72,-10.8705,865.631,2.26
1026.36,1150.83,1597.71,1788.72,-10.8393,860.993,2.27
1031.93,1154.83,1600.81,1788.72,-10.8081,856.358,2.28
1037.51,1158.82,1603.91,1788.72,-10.777,851.726,2.29
1043.09,1162.81,1607,1788.72,-10.7459,847.097,2.3
1048.68,1166.79,1610.1,1788.72,-10.715,842.472,2.31
1054.28,1170.75,1613.2,1788.72,-10.6841,837.849,2.32
1059.88,1174.71,1616.29,1788.72,-10.6533,833.229,2.33
1065.49,1178.67,1619.39,1788.72,-10.6226,828.613,2.34
1071.1,1182.61,1622.49,1788.72,-10.5919,823.999,2.35
1076.72,1186.54,1625.59,1788.72,-10.5613,819.389,2.36
1082.35,1190.47,1628.68,1788.72,-10.5308,814.782,2.37
1087.98,1194.38,1631.78,1788.72,-10.5004,810.177,2.38
1093.62,1198.29,1634.88,1788.72,-10.4701,805.576,2.39
1099.26,1202.19,1637.97,1788.72,-10.4398,800.978,2.4
1104.91,1206.08,1641.07,1788.72,-10.4096,796.382,2.41
1110.57,1209.97,1644.17,1788.72,-10.3795,791.79,2.42
1116.23,1213.84,1647.26,1788.72,-10.3495,787.201,2.43
1121.89,1217.71,1650.36,1788.72,-10.3195,782.614,2.44
1127.57,1221.57,1653.46,1788.72,-10.2896,778.031,2.45
1133.24,1225.42,1656.56,1788.72,-10.2598,773.45,2.46
1138.93,1229.26,1659.65,1788.72,-10.23,768.873,2.47
1144.62,1233.09,1662.75,1788.72,-10.2004,764.298,2.48
1150.31,1236.92,1665.85,1788.72,-10.1708,759.727,2.49
1156.01,1240.73,1668.94,1788.72,-10.1413,755.158,2.5
1161.72,1244.54,1672.04,1788.72,-10.1119,750.592,2.51
1167.43,1248.34,1675.14,1788.72,-10.0825,746.029,2.52
1173.15,1252.14,1678.23,1788.72,-10.0532,741.469,2.53
1178.87,1255.92,1681.33,1788.72,-10.024,736.912,2.54
1184.59,1259.69,1684.43,1788.72,-9.99488,732.358,2.55
1190.33,1263.46,1687.53,1788.72,-9.96582,727.807,2.56
1196.07,1267.22,1690.62,1788.72,-9.93685,723.259,2.57
1201.81,1270.97,1693.72,1788.72,-9.90795,718.713,2.58
1207.56,1274.71,1696.82,1788.72,-9.87912,714.171,2.59
1213.31,1278.45,1699.91,1788.72,-9.85037,709.631,2.6
1219.07,1282.18,1703.01,1788.72,-9.8217,705.094,2.61
1224.84,1285.89,1706.11,1788.72,-9.7931,700.56,2.62
1230.61,1289.61,1709.2,1788.72,-9.76457,696.028,2.63
1236.38,1293.31,1712.3,1788.72,-9.73613,691.5,2.64
1242.16,1297,1715.4,1788.72,-9.70776,686.974,2.65
1247.95,1300.69,1718.5,1788.72,-9.67946,682.452,2.66
1253.74,1304.37,1721.59,1788.72,-9.65124,677.931,2.67
1259.53,1308.04,1724.69,1788.72,-9.6231,673.414,2.68
1265.33,1311.7,1727.79,1788.72,-9.59503,668.9,2.69
